corpus	file	type	orig	codec	compressed	ratio	encode_rc	decode_rc	cmp	encode_seconds	decode_seconds	archive_sha256
silesia	ooffice	exe	6152192	7z	2425568	0.3942607772969374	0	0	0	1.016101345885545	0.16470864694565535	42631366845d8ee2999b07a71c2b79f967c0a951fa2d044443af57eb25c63364
silesia	ooffice	exe	6152192	ppmd	2543421	0.4134170390000832	0	0	0	1.2168025150895119	1.3172514198813587	e8cfa45449c1b93c6f23fdf46b1017dd60738fe22570ec1e1333a327681bc44f
silesia	ooffice	exe	6152192	xz	2427224	0.39452994965046606	0	0	0	2.369407261023298	0.2148281999398023	86053d86be578825b5a19737a3c1ca3873afac09e80b1a3aca508ad54a54964d
silesia	ooffice	exe	6152192	brotli	2478855	0.4029222429989181	0	0	0	16.10003776103258	0.06451009982265532	227968b395135d657820ff6e03f89ec7a4b8ee103c0b7d07a05a1af65de4b16b
silesia	ooffice	exe	6152192	zstd	2598838	0.4224247227654794	0	0	0	2.3191437779460102	0.032457258086651564	0072ce162ba45d59a4183ab35e32d87de7a9a3a731897ab0cc5e2ca8a96e7415
silesia	ooffice	exe	6152192	bzip2	2862526	0.46528554375416115	0	0	0	0.5152907350566238	0.3152896799147129	cc3873fadefb2b0cf64318fa517ef8dd6265808c3f4a602320673754a3ffd176
silesia	ooffice	exe	6152192	gzip	3090442	0.5023318518017643	0	0	0	0.6155463350005448	0.11430001794360578	6f9aa131c42fe397e11ea52e47a13340784f6d54058f4d74de835b46bbce0a47
silesia	ooffice	exe	6152192	rar	2302664	0.37428350740679095	0	0	0	0.3666908440645784	0.11452847206965089	70ff74e330bfd1efce476d0b6cf7b3c5cebf43aa6f125f58ef6582897df236cd
silesia	ooffice	exe	6152192	lz4	3537552	0.5750067618175766	0	0	0	0.46528909588232636	0.03239223803393543	522fc80a0b3e8efa74ba6341a62ecbae37236c3eb8d0ba4e95de6471d7e48194
silesia	osdb	database	10085684	7z	2851796	0.28275682640860056	0	0	0	2.2194716988597065	0.21475674794055521	11491bf1b3dda2091c430c55ece4ab5b622d17acd61cca9e0cce9cd17d6106bb
silesia	osdb	database	10085684	ppmd	2386690	0.23664136215253223	0	0	0	1.1166269620880485	1.1673721510451287	991581c75dcabebc36c80fe745ca4a43e9235377416f0a05e086f8811d76207a
silesia	osdb	database	10085684	xz	2844556	0.2820389772275237	0	0	0	4.474350786069408	0.21491998294368386	98acf56b2be7fff191e272de1fbbb52654e5daae62fbdcffd5f1fd48b7eb4eaf
silesia	osdb	database	10085684	brotli	2816278	0.27923520110287015	0	0	0	18.255489375209436	0.06466036778874695	1825e8daf3a75b12a635616fd361d83ed568dc1d5d24f210f1ea1bf34a47cda3
silesia	osdb	database	10085684	zstd	3098446	0.3072122822805077	0	0	0	4.7746529469732195	0.06458171200938523	5fd26fc0dc7777fce326fdc1d6b65892a7119113e7afe75abdf94a3c7c12d5e7
silesia	osdb	database	10085684	bzip2	2802792	0.27789805827745545	0	0	0	0.7659916868433356	0.4152151730377227	1adaad6b614f0739f0a8401eaee34923af1284df70c1fe842dd3cab4cf334612
silesia	osdb	database	10085684	gzip	3716342	0.3684769421687215	0	0	0	0.515120275085792	0.11453818087466061	c7b18cb491c2ca1efc35b422c93c14d3ca5f5ca085f41179daf1307d999f9fff
silesia	osdb	database	10085684	rar	3237125	0.32096236606262896	0	0	0	0.6194575869012624	0.11425267299637198	858cfb054adb98078ed4f5ce224cff4ea3afe6f70425e4490f3cd183a7af4eba
silesia	osdb	database	10085684	lz4	3956812	0.3923196483252896	0	0	0	0.46522083901800215	0.03224249999038875	42e0e53a1819283497a68e273f10aa32664ea66372202bd960fb4eb52e32da1d
silesia	reymont	text	6627202	7z	1318394	0.1989367458544345	0	0	0	2.1687834809999913	0.11456441297195852	d641a911eca60740747955df7c30ab7efaa940fa468bcf8c1ebb0de2069bf0e5
silesia	reymont	text	6627202	ppmd	1141461	0.1722387517386674	0	0	0	0.3150529880076647	0.3150723068974912	f699c5b16b6bcd024f1b2df833012c949b4615cb562026198aa81afb0a2b93f1
silesia	reymont	text	6627202	xz	1315592	0.19851394298830788	0	0	0	3.772598383948207	0.11465047486126423	c008afe52bf1d146f25510af3d144b1afc20ba8116599701b211937a1959495b
silesia	reymont	text	6627202	brotli	1332158	0.2010136404473562	0	0	0	11.690273026004434	0.06452007917687297	5029c4a411c1959965b7071bb8dea3d62b35e57ab8ed60241d369cff51f237bc
silesia	reymont	text	6627202	zstd	1347616	0.20334614819346084	0	0	0	3.9732460530940443	0.03246659506112337	2e11ef26119fc494fe5d430145215dc0256228edaeffbeed69e1768a9d085ce7
silesia	reymont	text	6627202	bzip2	1246230	0.18804768588614018	0	0	0	0.515291424933821	0.2645342501346022	15b7f599293b09997f097321191dcc30a1f5e265ed3bfc455f2fb4ed661da966
silesia	reymont	text	6627202	gzip	1820834	0.27475154673118457	0	0	0	1.1669593178667128	0.06452356511726975	dbce2c1164f50e48c1784c41ac6913d90f9259840bc18f36cd78894e4421cac4
silesia	reymont	text	6627202	rar	1444913	0.21802760803126267	0	0	0	0.4149237519595772	0.06437428900972009	2428d90f9301e679f78894790cec4f0ae849d7c155bdc7f4cf77e62ea9975f23
silesia	reymont	text	6627202	lz4	2066309	0.31179206549008165	0	0	0	0.8657740750350058	0.032382157165557146	bcc0c0ea5bb73ba4c220b983d56173f6464b30596181d1a0f24bafff93620186
silesia	samba	code	21606400	7z	3759770	0.1740118668542654	0	0	0	3.7223183079622686	0.31485670804977417	f502282aaa1bf96310c18be8d7d014a4a7494e9e1bc5a6eab7b6482a5aa4baeb
silesia	samba	code	21606400	ppmd	4197794	0.19428474896327014	0	0	0	1.5176113839261234	1.7180365819949657	55e3ecd498358898078f08544ac5c8d85816eefebd904951393d7cd76cc6caa6
silesia	samba	code	21606400	xz	3739524	0.1730748296800948	0	0	0	10.588545814855024	0.3152164618950337	4b40cabdd6ab4cd61ce116a9f4e5ed7a3c5c9698297c6eb2059c82b27523de07
silesia	samba	code	21606400	brotli	3766340	0.17431594342417062	0	0	0	35.29437383590266	0.11467358004301786	544acbbb4b6a19435f4e32c84953c98992da45dc727281be17d5b05fb14dbbac
silesia	samba	code	21606400	zstd	3877354	0.1794539580864929	0	0	0	14.14500515605323	0.06448594108223915	ce9acb7f612ffec691da1f6550e0c9301c9f6d020dd6008c2c33a24902e2c60d
silesia	samba	code	21606400	bzip2	4549759	0.21057459826718009	0	0	0	1.5175497878808528	0.6156148079317063	8dd75980eae4783d11e5beca713ec4210d03dc88b4d362c4d2613319806781e2
silesia	samba	code	21606400	gzip	5408272	0.2503087973933649	0	0	0	1.11673270794563	0.16474905610084534	ab21d8f7f484b94fd6410b1eace3abe0cbb9f8483b08782561fc440c3da4568d
silesia	samba	code	21606400	rar	4107441	0.1901029787470379	0	0	0	0.8177764520514756	0.16436925111338496	a6727c4996b4d6eb9019d55aa298dd112a28def01c92415838c783e6ff9592dc
silesia	samba	code	21606400	lz4	6108252	0.2827056797985782	0	0	0	2.018537037074566	0.06450368696823716	cd0932ed2f14a3609f2f66784e72fb3b25275031ee54e3543229b3993bac0454
silesia	sao	binary	7251944	7z	4413926	0.6086541760388663	0	0	0	1.2175610868725926	0.315211343113333	661109669189110e1520453cf01a6fcbf07d4c4939fc6761d138b51cc263cb67
silesia	sao	binary	7251944	ppmd	4758053	0.6561072451745352	0	0	0	2.218895722879097	2.419369196984917	23ec3064dc12bc07faf6e35eab13d5e37b76b9015dfcef1af32e65e03fedb92a
silesia	sao	binary	7251944	xz	4425664	0.6102727765134425	0	0	0	2.971455608960241	0.3152335868217051	e7b7385921dbdd299939447204c16f76ceb67d292b2d2b7420330c9efc0b485a
silesia	sao	binary	7251944	brotli	4586092	0.6323948447478359	0	0	0	15.850151319988072	0.06458551995456219	d2ed56935d3988613ab9818edbd62cdd0f3eb7163a9cec612a288841f4ac9419
silesia	sao	binary	7251944	zstd	5000515	0.6895413147150612	0	0	0	2.469521794002503	0.032529480988159776	bb88cba52c4968af70b6058278250c0a2f101072c50c5615ba35236e1a807fa5
silesia	sao	binary	7251944	bzip2	4940524	0.681268912170309	0	0	0	0.6661461708135903	0.41517082205973566	99eb682a310de9a0f1426e988bcc16b3ed024fa732100e3b6c727d45f6949075
silesia	sao	binary	7251944	gzip	5327041	0.7345673105032251	0	0	0	0.6156995261553675	0.11460642702877522	4b72f8158392db2745e16a71b5d66605dae3ad504718af0df1406b015d998308
silesia	sao	binary	7251944	rar	5542555	0.7642854109187827	0	0	0	0.41694059409201145	0.11451913183555007	7942448c3a72846f83d7dab335c0b608fb12d695f2f4c987c208ecd3c6742757
silesia	sao	binary	7251944	lz4	5670974	0.7819936281912823	0	0	0	0.5153864920139313	0.032328160014003515	3d45986303813b4ffe571c91665d7ac6f8f99077899590d63fd63b5aae608ab0
silesia	webster	text	41458703	7z	8388839	0.2023420510767064	0	0	0	19.207228207960725	0.515612571965903	a5944eb256e44248af175906d0479c1f480c9ca5f3080d5d7bf0b49554ef39eb
silesia	webster	text	41458703	ppmd	6544130	0.15784695435358892	0	0	0	2.920555298915133	3.071306729922071	d9f8c6556eb6ecdf5f4b198dcf595c3990d79a71698f3e4f1e83a5af49e09af8
silesia	webster	text	41458703	xz	8368672	0.20185561521304707	0	0	0	29.981633231043816	0.5154402691405267	75f205c329f629feaf515e55750fe3f0cda2e93b563b0ca3e3d9b94b3bd2882c
silesia	webster	text	41458703	brotli	8428575	0.2033004988120347	0	0	0	80.84530754294246	0.16478185006417334	7177f036b1fb972d10199c3fa3844f646756cebdb49fe495c2550c0c4b3418fc
silesia	webster	text	41458703	zstd	8458306	0.20401762206598698	0	0	0	31.23492587916553	0.11473790812306106	e697f4269257cc72a326bd706b4533585e91ff34e897ed99021353d2810fc351
silesia	webster	text	41458703	bzip2	8644714	0.20851385534178432	0	0	0	3.421633787918836	1.3675518580712378	4001d84df5964f584daf0551a5f6a8bb8150608ceca49ff4ccbfb4dceb8ee9d6
silesia	webster	text	41458703	gzip	12061624	0.2909310501102748	0	0	0	2.8203708219807595	0.3151167018804699	eceeae6ca8ff49f4e7b306583367dcd2a46cea41c5be15e617abb18f7fe0f09b
silesia	webster	text	41458703	rar	9034971	0.217927005579504	0	0	0	1.3222459850367159	0.2645349290687591	3ed388eb75aded0f09e57d0c0674c5655204434c3e8872322f16221d5642e9a7
silesia	webster	text	41458703	lz4	13850346	0.33407571867359187	0	0	0	3.2714927098713815	0.11467877984978259	b04e0858d3ec1b0e641302d516d6452b84463b4e5009b0b14e6a7c6bb03beb23
silesia	x-ray	image	8474240	7z	4479871	0.528645754663545	0	0	0	1.3672549079637975	0.31500253500416875	73dbf2638fd8ad792bb330a3cb7e7d2482b081f65a415dc257c5c7dccb09f3a6
silesia	x-ray	image	8474240	ppmd	3851299	0.4544713154217959	0	0	0	2.219169456977397	2.4196403441019356	cc75ca0590f3b788ecfa71fb49e3978102a195bab364ddfebc12440387da5058
silesia	x-ray	image	8474240	xz	4491264	0.5299901820104221	0	0	0	3.421926378039643	0.3654908910393715	6e64e693062b6557102bd21384a8a0bf7e014533d91feb69580ba610e81c6811
silesia	x-ray	image	8474240	brotli	4682753	0.5525867806434559	0	0	0	22.265452170046046	0.11474889912642539	ce28a5fcfa7b480ba099bca3ba0a0f723c1f1828976a57aceaa045c191955d28
silesia	x-ray	image	8474240	zstd	5155752	0.6084028774261763	0	0	0	3.472245557932183	0.0645680739544332	bf5c321e587ad20fdb9b3a1c63a4108514cbccc7852cfe390526d51b0aa8876d
silesia	x-ray	image	8474240	bzip2	4051112	0.47805018503134206	0	0	0	0.6158216260373592	0.4153922009281814	1233211ff0d01c923f1b2d0b86d883a35b7326f58982a34d399621d85921deb2
silesia	x-ray	image	8474240	gzip	6037713	0.7124784051431161	0	0	0	0.4652979380916804	0.11459618504159153	7ef540af515e7ce0b75ed7d5b8a9e56c59da7034f204cb742d62375b9b01371a
silesia	x-ray	image	8474240	rar	4164971	0.49148608016766104	0	0	0	0.6658622932154685	0.11476035206578672	1fea76948cddfc359cab06eef250dae18f555d4abcc78a9df00a3e27953f07d5
silesia	x-ray	image	8474240	lz4	7180314	0.8473106732875161	0	0	0	0.41511227400042117	0.03225868195295334	846afdb2ec3e728f650090a39016cd23e143841ca83ac95ed1b90afd06a62c52
silesia	xml	text	5345280	7z	455003	0.08512238835009578	0	0	0	0.8660549570340663	0.06449811486527324	8a1a1e3ce70375c4b206f14b0a0f971a443f7a517cf2da7a3720181291c55834
silesia	xml	text	5345280	ppmd	496463	0.0928787640684866	0	0	0	0.21449579601176083	0.21465221815742552	e4a0f9eddbba3263fdb617e4ccb53bcffe698fadc2d405fa4716d0b8dbc9258b
silesia	xml	text	5345280	xz	434892	0.08136000359195403	0	0	0	1.9186389779206365	0.06454180204309523	fa536cba05ed5c3e2db62a76e605e2ecce84bbed367c4be7397983c11de06f74
silesia	xml	text	5345280	brotli	430566	0.08055069145114943	0	0	0	7.6835010522045195	0.03248761687427759	934de4c13a04ba4812ca398bbd4da4af7ad864d2dd94d7ea655c94aeb27743b6
silesia	xml	text	5345280	zstd	453217	0.08478826179358237	0	0	0	4.7267543990164995	0.03252594289369881	b2cf96c93eb977c0e12765a3562f16ba0ca0bd30da3358cc69ead0955976db17
silesia	xml	text	5345280	bzip2	441186	0.08253749102011494	0	0	0	0.565862582065165	0.1646592461038381	0aabaf9f4690cba2e8e8bb922cc386fc202e93bb1980747530cd8408a6ee4215
silesia	xml	text	5345280	gzip	662284	0.12390071240421456	0	0	0	0.26489352295175195	0.0644925138913095	5d5e04491afb92c2c62c1197c437d172b0765bdd296d228f825e6281819318a3
silesia	xml	text	5345280	rar	484710	0.09068000179597702	0	0	0	0.31493310700170696	0.06459099985659122	cc16d1167b030c802fecf478427f8cce6ddad393b1da6ebd6b7779da3438eeca
silesia	xml	text	5345280	lz4	761392	0.14244193007662836	0	0	0	0.3150315531529486	0.017633158015087247	334aea1827372af57f3d8b987eca36cc095dfe30844b13be11ae3d98e3fd87ec
enwik8	enwik8	text	100000000	7z	24862427	0.24862427	0	0	0	63.724931224947795	1.4677303608041257	c7bb1488a73e1e89444d10aa9314609aaf514c267c52cefe58f622c1abc85f59
enwik8	enwik8	text	100000000	ppmd	22403589	0.22403589	0	0	0	13.345075065968558	13.698580945143476	1624f222d0fc5afb4e10c48acd0847bf1173b1177f4949a0adccfd2df098e834
enwik8	enwik8	text	100000000	xz	24831648	0.24831648	0	0	0	87.7192420498468	1.467891288921237	56a5a0e4485badded8c6306af47e1aaa934c29d7acfb5922061397294f2b8578
enwik8	enwik8	text	100000000	brotli	25742001	0.25742001	0	0	0	228.7536019650288	0.41539035295136273	e9620bdd6ae743f9e8968b70352ceade13c76f1e484b0f66bd983aa22bd47c39
enwik8	enwik8	text	100000000	zstd	25333695	0.25333695	0	0	0	93.79739796300419	0.2651259119156748	5dc48bd4367917db884164767f8dd1220ff6d7c4b3510dddf177c905cf3d856b
enwik8	enwik8	text	100000000	bzip2	29008758	0.29008758	0	0	0	7.431172528071329	3.7730925739742815	278ff6e2f7575f1cc79e8ab98cdc8db1a7cfa43247a3a007b0fb28d31f5b4d24
enwik8	enwik8	text	100000000	gzip	36445248	0.36445248	0	0	0	6.37845464120619	0.7662498881109059	146bebb998af25d5ee28c23f26826b02efc5d39d9c1438762975dd4bce2f86d7
enwik8	enwik8	text	100000000	rar	27351345	0.27351345	0	0	0	2.64086393895559	0.715661256108433	ce5bf53bb55733324da3d4a9fd9001cf7cf4023aa93c3633cc21350d41166109
enwik8	enwik8	text	100000000	lz4	41987997	0.41987997	0	0	0	7.381373106967658	0.21479158685542643	638700c8306df6f5fd72c2e8b42e1bbf729e448f8d8d0f9f2354da988a44d335
canterbury	alice29.txt	text	152089	7z	48588	0.319470836155146	0	0	0	0.06400424614548683	0.016058420995250344	d413fa1253d26ec5cc31263f4c3abf45961f3612795819b39349cf3dbf6bcfaf
canterbury	alice29.txt	text	152089	ppmd	38986	0.2563367501923216	0	0	0	0.03195274481549859	0.031896692933514714	afd806a295c12654158f6a4bf1aff374817ab83321b7e080689440c958853eb6
canterbury	alice29.txt	text	152089	xz	48528	0.3190763303065968	0	0	0	0.11427706107497215	0.007889487082138658	e02f531b454fc1e9452cbb589f08f610dab165f20e1cc2dddc6fc32d1efb9469
canterbury	alice29.txt	text	152089	brotli	46487	0.305656556358448	0	0	0	0.26453972002491355	0.003894469002261758	a452e54f6fe6cb882a99a7c591972dca0a118e3496efa280e6f16dd51ef2d802
canterbury	alice29.txt	text	152089	zstd	49215	0.32359342227248516	0	0	0	0.11425600806251168	0.0038275159895420074	42c5fc6d328156272556e99aa0820a62544256472e13c63061f5f618bd8a0af0
canterbury	alice29.txt	text	152089	bzip2	43202	0.28405736115037905	0	0	0	0.03210073010995984	0.016078019980341196	869c6772129c168899b3a09b2586a3999e82d64098e4f1ce794fc00cf728902a
canterbury	alice29.txt	text	152089	gzip	54191	0.3563111073121659	0	0	0	0.03205735282972455	0.003825762076303363	1543c92e5e3d3f7b27b6966999187f5f6e0ae112e4230d5cbb074851a42196bb
canterbury	alice29.txt	text	152089	rar	51232	0.33685539388121427	0	0	0	0.06438130582682788	0.01591688906773925	ad506c20aa2a6e43ebdcebee7da00c281dcaad33467fdf8c68eea0abdc112bf3
canterbury	alice29.txt	text	152089	lz4	62972	0.414047038247342	0	0	0	0.031963145127519965	0.003989748191088438	293f79012c032ed666bdd88df1a533b0a86e5a96a6d0b68eb4f97e9ff6f226b8
canterbury	asyoulik.txt	text	125179	7z	44666	0.3568170380015817	0	0	0	0.06406703102402389	0.016174902208149433	1fc47bfa72d947a3a5bd745a5277177f51efbc71fcb016d6236a0a5e0ca3ce20
canterbury	asyoulik.txt	text	125179	ppmd	36344	0.29033623850645873	0	0	0	0.03205191204324365	0.032276728888973594	4451890849d2af3663e8d6aa597c8355652e9cb0fafa57b7bf113c5123f79e88
canterbury	asyoulik.txt	text	125179	xz	44592	0.35622588453334825	0	0	0	0.11438612686470151	0.008208382176235318	9612cf15c0ef8e464ec9050da1990006e39877d4f282732c226003f9274d456d
canterbury	asyoulik.txt	text	125179	brotli	42713	0.34121537957644654	0	0	0	0.2144742461387068	0.004077923018485308	f92a943e6f8c754bbf452cb21734cc105a248ae1726302e088328c0864de6ac0
canterbury	asyoulik.txt	text	125179	zstd	45141	0.36061160418281024	0	0	0	0.11445090593770146	0.0040058300364762545	df6f55795c5ca9373aa7a85f1003b3ea1528e6670af6954454564a95cf0fc008
canterbury	asyoulik.txt	text	125179	bzip2	39569	0.31609934573690474	0	0	0	0.03210781211964786	0.016050094040110707	148a7850b4faba2b4a0e04693bc3e7604a863bfa5bd51195d4cc0b6b05e2ecce
canterbury	asyoulik.txt	text	125179	gzip	48829	0.3900734148699063	0	0	0	0.03207967686466873	0.0038930249866098166	491a27527ba7c3c0225de79800a2cb0630a920904f252b13384ab83acebe00fb
canterbury	asyoulik.txt	text	125179	rar	46974	0.37525463536216136	0	0	0	0.0641381829045713	0.016131075099110603	5a3085c0ddcbb70f56e95020fe8deecb39692d513aafccaa322aa893077da815
canterbury	asyoulik.txt	text	125179	lz4	58328	0.46595674993409436	0	0	0	0.031842384953051805	0.003808507928624749	96bce48d479d303659d9892317ba4a3110736d8f4c09f856a187efaacd5eb56d
canterbury	cp.html	text	24603	7z	7726	0.31402674470593017	0	0	0	0.015910856891423464	0.007840909995138645	04c885d67327071fcd8ce02d0f8869e15db4a9b1e19a392ef0cc387c5e1c2cac
canterbury	cp.html	text	24603	ppmd	6692	0.27199934967280415	0	0	0	0.015870958101004362	0.015853974036872387	21d9181ceb16792609f68f708b7ebb50064ef285ff14bbefdc2b8586243d6845
canterbury	cp.html	text	24603	xz	7652	0.3110189814250295	0	0	0	0.0642013878095895	0.004087943118065596	907bc09fd3a85685341d6dc306f9683e10d660dc57a7ffb63bee8572ba15e26f
canterbury	cp.html	text	24603	brotli	6895	0.28025037597041014	0	0	0	0.06418237998150289	0.0017274070996791124	10adca8931ea58f8445e1e8a25753465501f70ecc1a89350d8a14054138a5a7f
canterbury	cp.html	text	24603	zstd	7716	0.3136202902085112	0	0	0	0.032283341977745295	0.0038996690418571234	c80672578b16bab476273dbb70c12499a761af35a969fe829f0380a67e9de450
canterbury	cp.html	text	24603	bzip2	7624	0.3098809088322562	0	0	0	0.00794075895100832	0.003991702105849981	dd49755b4b9982c712d7fbcc617d6616e07b06227513133552c6b4ee286a5e24
canterbury	cp.html	text	24603	gzip	7981	0.324391334390115	0	0	0	0.0038014641031622887	0.0037748911418020725	05e663068b8e2428277a0498ee2243efcf96fda4d5f99524358665328a791b3b
