# started on Fri Aug  7 09:32:25 2026

77290918913,,cycles,19988170737,100.00,,
143421911677,,instructions,19988170737,100.00,1.86,insn per cycle
174328579,,LLC-loads,19988170737,100.00,,
46201261,,LLC-load-misses,19988170737,100.00,26.50,of all LL-cache accesses
19651442,,dTLB-load-misses,19988170737,100.00,,
