mr	REACHED	FINAL:geomix=384	384
dickens	NOT_REACHED	NONE	0
mozilla	REACHED	FINAL:geomix=325,FINAL:lz_rans=59	384
samba	NOT_REACHED	NONE	0
nci	REACHED	FINAL:geomix=237,FINAL:lz_rans=147	384
osdb	NOT_REACHED	NONE	0
reymont	NOT_REACHED	NONE	0
webster	NOT_REACHED	NONE	0
sao	REACHED	FINAL:ctxmix=1,FINAL:geomix=383	384
xml	NOT_REACHED	NONE	0
