sample_id	media_family	variant	parse_chain	orig_bytes	modelled_bytes	store_bytes	chosen_bytes	selected	blocks	bits_frame_header	bits_block_headers	bits_table_descriptors	bits_literals	bits_lengths	bits_length_extra	bits_distances	bits_distance_extra	bits_eob	bits_checksum	bits_context_map	gzip9	brotli11	static_best_today	cm2_champion
json-api-large-world-benchmark-v2	json-api	V2-64KiB-blocks	opt256	320976	21738	320992	21738	web-scheme	5	88	15	2862	93568	24355	4895	12666	35364	58	32	0	21196	14910	26451	13323
json-api-large-world-benchmark-v2	json-api	V3-whole-file-ctx2	opt256	320976	19262	320992	19262	web-scheme	1	88	3	1054	76643	20810	4873	13945	36499	11	32	138	21196	14910	26451	13323
json-api-large-world-benchmark-v2	json-api	V3-whole-file-ctx3	opt256	320976	18674	320992	18674	web-scheme	1	88	3	1354	71978	20464	4873	13945	36499	11	32	142	21196	14910	26451	13323
json-api-large-world-benchmark-v2	json-api	V4-64KiB-blocks-ctx2	opt256	320976	21835	320992	21835	web-scheme	5	88	15	4467	92552	23855	4895	12666	35364	55	32	690	21196	14910	26451	13323
json-api-medium-web-benchmark-v2	json-api	V1-whole-file	16	98948	11148	98964	11148	web-scheme	1	88	3	613	17746	17402	5545	15585	32152	12	32	0	10516	8344	13356	5719
json-api-medium-web-benchmark-v2	json-api	V2-64KiB-blocks	16	98948	11018	98964	11018	web-scheme	2	88	6	1071	22625	16420	5535	13879	28458	23	32	0	10516	8344	13356	5719
json-api-medium-web-benchmark-v2	json-api	V3-whole-file-ctx2	16	98948	11087	98964	11087	web-scheme	1	88	3	966	17425	16745	5545	15585	32152	10	32	138	10516	8344	13356	5719
json-api-medium-web-benchmark-v2	json-api	V3-whole-file-ctx3	16	98948	10922	98964	10922	web-scheme	1	88	3	1213	16219	16385	5545	15585	32152	10	32	142	10516	8344	13356	5719
json-api-medium-web-benchmark-v2	json-api	V4-64KiB-blocks-ctx2	16	98948	10967	98964	10967	web-scheme	2	88	6	1711	21938	15790	5535	13879	28458	20	32	276	10516	8344	13356	5719
json-api-medium-web-benchmark-v2	json-api	V1-whole-file	128	98948	10913	98964	10913	web-scheme	1	88	3	603	17816	16864	5530	15007	31347	12	32	0	10516	8344	13356	5719
json-api-medium-web-benchmark-v2	json-api	V2-64KiB-blocks	128	98948	10821	98964	10821	web-scheme	2	88	6	1037	22695	15895	5508	13531	27752	23	32	0	10516	8344	13356	5719
json-api-medium-web-benchmark-v2	json-api	V3-whole-file-ctx2	128	98948	10840	98964	10840	web-scheme	1	88	3	951	17713	15896	5530	15007	31347	10	32	138	10516	8344	13356	5719
json-api-medium-web-benchmark-v2	json-api	V3-whole-file-ctx3	128	98948	10684	98964	10684	web-scheme	1	88	3	1203	16715	15390	5530	15007	31347	10	32	142	10516	8344	13356	5719
json-api-medium-web-benchmark-v2	json-api	V4-64KiB-blocks-ctx2	128	98948	10763	98964	10763	web-scheme	2	88	6	1676	22198	15014	5508	13531	27752	20	32	276	10516	8344	13356	5719
json-api-medium-web-benchmark-v2	json-api	V1-whole-file	1024	98948	10926	98964	10926	web-scheme	1	88	3	598	17700	16858	5554	15043	31520	12	32	0	10516	8344	13356	5719
json-api-medium-web-benchmark-v2	json-api	V2-64KiB-blocks	1024	98948	10834	98964	10834	web-scheme	2	88	6	1047	22569	15908	5532	13561	27903	23	32	0	10516	8344	13356	5719
json-api-medium-web-benchmark-v2	json-api	V3-whole-file-ctx2	1024	98948	10863	98964	10863	web-scheme	1	88	3	948	17772	15791	5554	15043	31520	10	32	138	10516	8344	13356	5719
json-api-medium-web-benchmark-v2	json-api	V3-whole-file-ctx3	1024	98948	10710	98964	10710	web-scheme	1	88	3	1210	16719	15354	5554	15043	31520	10	32	142	10516	8344	13356	5719
json-api-medium-web-benchmark-v2	json-api	V4-64KiB-blocks-ctx2	1024	98948	10785	98964	10785	web-scheme	2	88	6	1675	22340	14845	5532	13561	27903	20	32	276	10516	8344	13356	5719
json-api-medium-web-benchmark-v2	json-api	V1-whole-file	opt256	98948	9963	98964	9963	web-scheme	1	88	3	606	26795	14335	5240	11348	21239	12	32	0	10516	8344	13356	5719
json-api-medium-web-benchmark-v2	json-api	V2-64KiB-blocks	opt256	98948	10087	98964	10087	web-scheme	2	88	6	1102	28575	13431	5208	10924	21304	22	32	0	10516	8344	13356	5719
json-api-medium-web-benchmark-v2	json-api	V3-whole-file-ctx2	opt256	98948	9954	98964	9954	web-scheme	1	88	3	965	26309	14260	5240	11348	21239	10	32	138	10516	8344	13356	5719
json-api-medium-web-benchmark-v2	json-api	V3-whole-file-ctx3	opt256	98948	9688	98964	9688	web-scheme	1	88	3	1246	24917	13239	5240	11348	21239	10	32	142	10516	8344	13356	5719
json-api-medium-web-benchmark-v2	json-api	V4-64KiB-blocks-ctx2	opt256	98948	10102	98964	10102	web-scheme	2	88	6	1747	28148	13059	5208	10924	21304	20	32	276	10516	8344	13356	5719
json-api-small-hypotheses-v2	json-api	V1-whole-file	16	13880	1682	13895	1682	web-scheme	1	80	3	510	4839	2437	564	1747	3234	10	32	0	1674	1383	2642	1442
json-api-small-hypotheses-v2	json-api	V2-64KiB-blocks	16	13880	1682	13895	1682	web-scheme	1	80	3	510	4839	2437	564	1747	3234	10	32	0	1674	1383	2642	1442
json-api-small-hypotheses-v2	json-api	V3-whole-file-ctx2	16	13880	1708	13895	1708	web-scheme	1	80	3	816	4622	2414	564	1747	3234	8	32	138	1674	1383	2642	1442
json-api-small-hypotheses-v2	json-api	V3-whole-file-ctx3	16	13880	1675	13895	1675	web-scheme	1	80	3	964	4315	2304	564	1747	3234	8	32	142	1674	1383	2642	1442
json-api-small-hypotheses-v2	json-api	V4-64KiB-blocks-ctx2	16	13880	1708	13895	1708	web-scheme	1	80	3	816	4622	2414	564	1747	3234	8	32	138	1674	1383	2642	1442
json-api-small-hypotheses-v2	json-api	V1-whole-file	128	13880	1653	13895	1653	web-scheme	1	80	3	524	4731	2423	556	1701	3164	10	32	0	1674	1383	2642	1442
json-api-small-hypotheses-v2	json-api	V2-64KiB-blocks	128	13880	1653	13895	1653	web-scheme	1	80	3	524	4731	2423	556	1701	3164	10	32	0	1674	1383	2642	1442
json-api-small-hypotheses-v2	json-api	V3-whole-file-ctx2	128	13880	1677	13895	1677	web-scheme	1	80	3	811	4565	2358	556	1701	3164	8	32	138	1674	1383	2642	1442
json-api-small-hypotheses-v2	json-api	V3-whole-file-ctx3	128	13880	1642	13895	1642	web-scheme	1	80	3	946	4243	2255	556	1701	3164	8	32	142	1674	1383	2642	1442
json-api-small-hypotheses-v2	json-api	V4-64KiB-blocks-ctx2	128	13880	1677	13895	1677	web-scheme	1	80	3	811	4565	2358	556	1701	3164	8	32	138	1674	1383	2642	1442
json-api-small-hypotheses-v2	json-api	V1-whole-file	1024	13880	1651	13895	1651	web-scheme	1	80	3	524	4707	2419	557	1706	3170	10	32	0	1674	1383	2642	1442
json-api-small-hypotheses-v2	json-api	V2-64KiB-blocks	1024	13880	1651	13895	1651	web-scheme	1	80	3	524	4707	2419	557	1706	3170	10	32	0	1674	1383	2642	1442
json-api-small-hypotheses-v2	json-api	V3-whole-file-ctx2	1024	13880	1676	13895	1676	web-scheme	1	80	3	814	4535	2361	557	1706	3170	8	32	138	1674	1383	2642	1442
json-api-small-hypotheses-v2	json-api	V3-whole-file-ctx3	1024	13880	1641	13895	1641	web-scheme	1	80	3	953	4205	2268	557	1706	3170	8	32	142	1674	1383	2642	1442
json-api-small-hypotheses-v2	json-api	V4-64KiB-blocks-ctx2	1024	13880	1676	13895	1676	web-scheme	1	80	3	814	4535	2361	557	1706	3170	8	32	138	1674	1383	2642	1442
json-api-small-hypotheses-v2	json-api	V1-whole-file	opt256	13880	1599	13895	1599	web-scheme	1	80	3	518	5627	2129	546	1330	2511	10	32	0	1674	1383	2642	1442
json-api-small-hypotheses-v2	json-api	V2-64KiB-blocks	opt256	13880	1599	13895	1599	web-scheme	1	80	3	518	5627	2129	546	1330	2511	10	32	0	1674	1383	2642	1442
json-api-small-hypotheses-v2	json-api	V3-whole-file-ctx2	opt256	13880	1625	13895	1625	web-scheme	1	80	3	824	5384	2141	546	1330	2511	8	32	138	1674	1383	2642	1442
json-api-small-hypotheses-v2	json-api	V3-whole-file-ctx3	opt256	13880	1583	13895	1583	web-scheme	1	80	3	946	5045	2021	546	1330	2511	8	32	142	1674	1383	2642	1442
json-api-small-hypotheses-v2	json-api	V4-64KiB-blocks-ctx2	opt256	13880	1625	13895	1625	web-scheme	1	80	3	824	5384	2141	546	1330	2511	8	32	138	1674	1383	2642	1442
source-map-large-magic-string-v2	source-map	V1-whole-file	16	112594	22282	112610	22282	web-scheme	1	88	3	695	26373	40090	5119	40897	64943	13	32	0	20194	17827	23906	13664
source-map-large-magic-string-v2	source-map	V2-64KiB-blocks	16	112594	22203	112610	22203	web-scheme	2	88	6	1233	26677	39406	5095	40565	64494	24	32	0	20194	17827	23906	13664
source-map-large-magic-string-v2	source-map	V3-whole-file-ctx2	16	112594	22122	112610	22122	web-scheme	1	88	3	1155	25493	39089	5119	40897	64943	12	32	138	20194	17827	23906	13664
source-map-large-magic-string-v2	source-map	V3-whole-file-ctx3	16	112594	22116	112610	22116	web-scheme	1	88	3	1433	25336	38920	5119	40897	64943	12	32	142	20194	17827	23906	13664
source-map-large-magic-string-v2	source-map	V4-64KiB-blocks-ctx2	16	112594	22045	112610	22045	web-scheme	2	88	6	2009	25566	38201	5095	40565	64494	23	32	276	20194	17827	23906	13664
source-map-large-magic-string-v2	source-map	V1-whole-file	128	112594	20671	112610	20671	web-scheme	1	88	3	681	24209	35757	5873	34973	63739	13	32	0	20194	17827	23906	13664
source-map-large-magic-string-v2	source-map	V2-64KiB-blocks	128	112594	20737	112610	20737	web-scheme	2	88	6	1238	24695	35394	5808	35200	63410	23	32	0	20194	17827	23906	13664
source-map-large-magic-string-v2	source-map	V3-whole-file-ctx2	128	112594	20573	112610	20573	web-scheme	1	88	3	1124	23327	35273	5873	34973	63739	12	32	138	20194	17827	23906	13664
source-map-large-magic-string-v2	source-map	V3-whole-file-ctx3	128	112594	20570	112610	20570	web-scheme	1	88	3	1414	23107	35174	5873	34973	63739	12	32	142	20194	17827	23906	13664
source-map-large-magic-string-v2	source-map	V4-64KiB-blocks-ctx2	128	112594	20631	112610	20631	web-scheme	2	88	6	1994	23666	34544	5808	35200	63410	23	32	276	20194	17827	23906	13664
source-map-large-magic-string-v2	source-map	V1-whole-file	1024	112594	20194	112610	20194	web-scheme	1	88	3	674	23242	34153	6194	33276	63873	13	32	0	20194	17827	23906	13664
source-map-large-magic-string-v2	source-map	V2-64KiB-blocks	1024	112594	20335	112610	20335	web-scheme	2	88	6	1247	24124	33764	6097	33747	63548	23	32	0	20194	17827	23906	13664
source-map-large-magic-string-v2	source-map	V3-whole-file-ctx2	1024	112594	20113	112610	20113	web-scheme	1	88	3	1103	22477	33707	6194	33276	63873	12	32	138	20194	17827	23906	13664
source-map-large-magic-string-v2	source-map	V3-whole-file-ctx3	1024	112594	20112	112610	20112	web-scheme	1	88	3	1390	22258	33628	6194	33276	63873	12	32	142	20194	17827	23906	13664
source-map-large-magic-string-v2	source-map	V4-64KiB-blocks-ctx2	1024	112594	20247	112610	20247	web-scheme	2	88	6	1990	22893	33275	6097	33747	63548	22	32	276	20194	17827	23906	13664
source-map-large-magic-string-v2	source-map	V1-whole-file	opt256	112594	19111	112610	19111	web-scheme	1	88	3	711	23695	32386	5380	33617	56958	13	32	0	20194	17827	23906	13664
source-map-large-magic-string-v2	source-map	V2-64KiB-blocks	opt256	112594	19216	112610	19216	web-scheme	2	88	6	1266	25904	31685	5447	33436	55837	23	32	0	20194	17827	23906	13664
source-map-large-magic-string-v2	source-map	V3-whole-file-ctx2	opt256	112594	19097	112610	19097	web-scheme	1	88	3	1141	23084	32322	5380	33617	56958	12	32	138	20194	17827	23906	13664
source-map-large-magic-string-v2	source-map	V3-whole-file-ctx3	opt256	112594	19097	112610	19097	web-scheme	1	88	3	1437	22764	32338	5380	33617	56958	12	32	142	20194	17827	23906	13664
source-map-large-magic-string-v2	source-map	V4-64KiB-blocks-ctx2	opt256	112594	19243	112610	19243	web-scheme	2	88	6	2033	25335	31431	5447	33436	55837	21	32	276	20194	17827	23906	13664
source-map-small-sourcemap-codec-v2	source-map	V1-whole-file	16	9700	2674	9715	2674	web-scheme	1	80	3	528	4684	4483	276	4347	6948	10	32	0	2546	2319	3849	1829
source-map-small-sourcemap-codec-v2	source-map	V2-64KiB-blocks	16	9700	2674	9715	2674	web-scheme	1	80	3	528	4684	4483	276	4347	6948	10	32	0	2546	2319	3849	1829
source-map-small-sourcemap-codec-v2	source-map	V3-whole-file-ctx2	16	9700	2689	9715	2689	web-scheme	1	80	3	859	4460	4355	276	4347	6948	9	32	138	2546	2319	3849	1829
source-map-small-sourcemap-codec-v2	source-map	V3-whole-file-ctx3	16	9700	2694	9715	2694	web-scheme	1	80	3	983	4416	4314	276	4347	6948	9	32	142	2546	2319	3849	1829
source-map-small-sourcemap-codec-v2	source-map	V4-64KiB-blocks-ctx2	16	9700	2689	9715	2689	web-scheme	1	80	3	859	4460	4355	276	4347	6948	9	32	138	2546	2319	3849	1829
source-map-small-sourcemap-codec-v2	source-map	V1-whole-file	128	9700	2544	9715	2544	web-scheme	1	80	3	492	4315	4289	341	3961	6822	10	32	0	2546	2319	3849	1829
source-map-small-sourcemap-codec-v2	source-map	V2-64KiB-blocks	128	9700	2544	9715	2544	web-scheme	1	80	3	492	4315	4289	341	3961	6822	10	32	0	2546	2319	3849	1829
source-map-small-sourcemap-codec-v2	source-map	V3-whole-file-ctx2	128	9700	2562	9715	2562	web-scheme	1	80	3	830	4124	4150	341	3961	6822	9	32	138	2546	2319	3849	1829
source-map-small-sourcemap-codec-v2	source-map	V3-whole-file-ctx3	128	9700	2568	9715	2568	web-scheme	1	80	3	955	4071	4126	341	3961	6822	9	32	142	2546	2319	3849	1829
source-map-small-sourcemap-codec-v2	source-map	V4-64KiB-blocks-ctx2	128	9700	2562	9715	2562	web-scheme	1	80	3	830	4124	4150	341	3961	6822	9	32	138	2546	2319	3849	1829
source-map-small-sourcemap-codec-v2	source-map	V1-whole-file	1024	9700	2537	9715	2537	web-scheme	1	80	3	480	4289	4275	343	3952	6828	10	32	0	2546	2319	3849	1829
source-map-small-sourcemap-codec-v2	source-map	V2-64KiB-blocks	1024	9700	2537	9715	2537	web-scheme	1	80	3	480	4289	4275	343	3952	6828	10	32	0	2546	2319	3849	1829
source-map-small-sourcemap-codec-v2	source-map	V3-whole-file-ctx2	1024	9700	2556	9715	2556	web-scheme	1	80	3	821	4088	4154	343	3952	6828	9	32	138	2546	2319	3849	1829
source-map-small-sourcemap-codec-v2	source-map	V3-whole-file-ctx3	1024	9700	2563	9715	2563	web-scheme	1	80	3	944	4036	4131	343	3952	6828	9	32	142	2546	2319	3849	1829
source-map-small-sourcemap-codec-v2	source-map	V4-64KiB-blocks-ctx2	1024	9700	2556	9715	2556	web-scheme	1	80	3	821	4088	4154	343	3952	6828	9	32	138	2546	2319	3849	1829
source-map-small-sourcemap-codec-v2	source-map	V1-whole-file	opt256	9700	2407	9715	2407	web-scheme	1	80	3	535	4447	3774	282	3912	6177	11	32	0	2546	2319	3849	1829
source-map-small-sourcemap-codec-v2	source-map	V2-64KiB-blocks	opt256	9700	2407	9715	2407	web-scheme	1	80	3	535	4447	3774	282	3912	6177	11	32	0	2546	2319	3849	1829
source-map-small-sourcemap-codec-v2	source-map	V3-whole-file-ctx2	opt256	9700	2430	9715	2430	web-scheme	1	80	3	807	4344	3656	282	3912	6177	8	32	138	2546	2319	3849	1829
source-map-small-sourcemap-codec-v2	source-map	V3-whole-file-ctx3	opt256	9700	2436	9715	2436	web-scheme	1	80	3	946	4253	3649	282	3912	6177	8	32	142	2546	2319	3849	1829
source-map-small-sourcemap-codec-v2	source-map	V4-64KiB-blocks-ctx2	opt256	9700	2430	9715	2430	web-scheme	1	80	3	807	4344	3656	282	3912	6177	8	32	138	2546	2319	3849	1829
woff2-medium-inter-latin-v20	woff2	V1-whole-file	16	23664	23662	23680	23662	web-scheme	1	88	3	374	188020	371	4	140	250	14	32	0	23688	23623	24421	23677
woff2-medium-inter-latin-v20	woff2	V2-64KiB-blocks	16	23664	23662	23680	23662	web-scheme	1	88	3	374	188020	371	4	140	250	14	32	0	23688	23623	24421	23677
woff2-medium-inter-latin-v20	woff2	V3-whole-file-ctx2	16	23664	23716	23680	23680	store	1	88	3	718	187966	373	4	140	250	11	32	138	23688	23623	24421	23677
woff2-medium-inter-latin-v20	woff2	V3-whole-file-ctx3	16	23664	23785	23680	23680	store	1	88	3	1431	187805	370	4	140	250	9	32	142	23688	23623	24421	23677
woff2-medium-inter-latin-v20	woff2	V4-64KiB-blocks-ctx2	16	23664	23716	23680	23680	store	1	88	3	718	187966	373	4	140	250	11	32	138	23688	23623	24421	23677
woff2-medium-inter-latin-v20	woff2	V1-whole-file	128	23664	23662	23680	23662	web-scheme	1	88	3	374	188020	371	4	140	250	14	32	0	23688	23623	24421	23677
woff2-medium-inter-latin-v20	woff2	V2-64KiB-blocks	128	23664	23662	23680	23662	web-scheme	1	88	3	374	188020	371	4	140	250	14	32	0	23688	23623	24421	23677
woff2-medium-inter-latin-v20	woff2	V3-whole-file-ctx2	128	23664	23716	23680	23680	store	1	88	3	718	187966	373	4	140	250	11	32	138	23688	23623	24421	23677
woff2-medium-inter-latin-v20	woff2	V3-whole-file-ctx3	128	23664	23785	23680	23680	store	1	88	3	1431	187805	370	4	140	250	9	32	142	23688	23623	24421	23677
woff2-medium-inter-latin-v20	woff2	V4-64KiB-blocks-ctx2	128	23664	23716	23680	23680	store	1	88	3	718	187966	373	4	140	250	11	32	138	23688	23623	24421	23677
woff2-medium-inter-latin-v20	woff2	V1-whole-file	1024	23664	23662	23680	23662	web-scheme	1	88	3	374	188020	371	4	140	250	14	32	0	23688	23623	24421	23677
woff2-medium-inter-latin-v20	woff2	V2-64KiB-blocks	1024	23664	23662	23680	23662	web-scheme	1	88	3	374	188020	371	4	140	250	14	32	0	23688	23623	24421	23677
woff2-medium-inter-latin-v20	woff2	V3-whole-file-ctx2	1024	23664	23716	23680	23680	store	1	88	3	718	187966	373	4	140	250	11	32	138	23688	23623	24421	23677
woff2-medium-inter-latin-v20	woff2	V3-whole-file-ctx3	1024	23664	23785	23680	23680	store	1	88	3	1431	187805	370	4	140	250	9	32	142	23688	23623	24421	23677
woff2-medium-inter-latin-v20	woff2	V4-64KiB-blocks-ctx2	1024	23664	23716	23680	23680	store	1	88	3	718	187966	373	4	140	250	11	32	138	23688	23623	24421	23677
woff2-medium-inter-latin-v20	woff2	V1-whole-file	opt256	23664	23651	23680	23651	web-scheme	1	88	3	330	188380	222	5	70	65	13	32	0	23688	23623	24421	23677
woff2-medium-inter-latin-v20	woff2	V2-64KiB-blocks	opt256	23664	23651	23680	23651	web-scheme	1	88	3	330	188380	222	5	70	65	13	32	0	23688	23623	24421	23677
woff2-medium-inter-latin-v20	woff2	V3-whole-file-ctx2	opt256	23664	23704	23680	23680	store	1	88	3	674	188325	221	5	70	65	11	32	138	23688	23623	24421	23677
woff2-medium-inter-latin-v20	woff2	V3-whole-file-ctx3	opt256	23664	23771	23680	23680	store	1	88	3	1371	188162	220	5	70	65	10	32	142	23688	23623	24421	23677
woff2-medium-inter-latin-v20	woff2	V4-64KiB-blocks-ctx2	opt256	23664	23704	23680	23680	store	1	88	3	674	188325	221	5	70	65	11	32	138	23688	23623	24421	23677
